YYYYMM,Value,Description
199101,7.962,Madhya Pradesh
199102,7.387,Madhya Pradesh
199103,7.422,Madhya Pradesh
199104,6.82,Madhya Pradesh
199105,9.232,Madhya Pradesh
199106,9.365,Madhya Pradesh
199107,9.436,Madhya Pradesh
199108,9.862,Madhya Pradesh
199109,7.333,Madhya Pradesh
199110,5.501,Madhya Pradesh
199111,6.733,Madhya Pradesh
199112,7.576,Madhya Pradesh
199113,94.631,Madhya Pradesh
199201,8.843,Madhya Pradesh
199202,7.17,Madhya Pradesh
199203,7.605,Madhya Pradesh
199204,5.705,Madhya Pradesh
199205,4.626,Madhya Pradesh
199206,6.559,Madhya Pradesh
199207,7.547,Madhya Pradesh
199208,6.371,Madhya Pradesh
199209,6.137,Madhya Pradesh
199210,6.136,Madhya Pradesh
199211,6.121,Madhya Pradesh
199212,5.88,Madhya Pradesh
199213,78.699,Madhya Pradesh
199301,6.562,Madhya Pradesh
199302,6.329,Madhya Pradesh
199303,7.652,Madhya Pradesh
199304,4.771,Madhya Pradesh
199305,4.889,Madhya Pradesh
199306,7.088,Madhya Pradesh
199307,10.246,Madhya Pradesh
199308,10.619,Madhya Pradesh
199309,8.795,Madhya Pradesh
199310,6.892,Madhya Pradesh
199311,6.829,Madhya Pradesh
199312,9.225,Madhya Pradesh
199313,89.897,Madhya Pradesh
199401,13.449,Madhya Pradesh
199402,8.939,Madhya Pradesh
199403,7.42,Madhya Pradesh
199404,7.025,Madhya Pradesh
199405,6.362,Madhya Pradesh
199406,9.097,Madhya Pradesh
199407,8.594,Madhya Pradesh
199408,5.653,Madhya Pradesh
199409,4.708,Madhya Pradesh
199410,4.311,Madhya Pradesh
199411,4.212,Madhya Pradesh
199412,4.599,Madhya Pradesh
199413,84.369,Madhya Pradesh
199501,4.29,Madhya Pradesh
199502,6.719,Madhya Pradesh
199503,3.222,Madhya Pradesh
199504,3.26,Madhya Pradesh
199505,4.368,Madhya Pradesh
199506,4.568,Madhya Pradesh
199507,6.98,Madhya Pradesh
199508,8.206,Madhya Pradesh
199509,4.754,Madhya Pradesh
199510,3.716,Madhya Pradesh
199511,3.91,Madhya Pradesh
199512,6.728,Madhya Pradesh
199513,60.721,Madhya Pradesh
199601,7.526,Madhya Pradesh
199602,7.847,Madhya Pradesh
199603,5.728,Madhya Pradesh
199604,3.227,Madhya Pradesh
199605,3.924,Madhya Pradesh
199606,5.382,Madhya Pradesh
199607,7.357,Madhya Pradesh
199608,6.193,Madhya Pradesh
199609,4.917,Madhya Pradesh
199610,3.524,Madhya Pradesh
199611,4.247,Madhya Pradesh
199612,5.764,Madhya Pradesh
199613,65.636,Madhya Pradesh
199701,7.44,Madhya Pradesh
199702,4.086,Madhya Pradesh
199703,3.808,Madhya Pradesh
199704,3.949,Madhya Pradesh
199705,4.649,Madhya Pradesh
199706,6.784,Madhya Pradesh
199707,8.855,Madhya Pradesh
199708,7.45,Madhya Pradesh
199709,7.391,Madhya Pradesh
199710,6.875,Madhya Pradesh
199711,6.502,Madhya Pradesh
199712,6.978,Madhya Pradesh
199713,74.766,Madhya Pradesh
199801,6.339,Madhya Pradesh
199802,5.56,Madhya Pradesh
199803,8.134,Madhya Pradesh
199804,6.559,Madhya Pradesh
199805,9.004,Madhya Pradesh
199806,11.474,Madhya Pradesh
199807,12.95,Madhya Pradesh
199808,12.491,Madhya Pradesh
199809,10.015,Madhya Pradesh
199810,7.079,Madhya Pradesh
199811,7.066,Madhya Pradesh
199812,8.36,Madhya Pradesh
199813,105.032,Madhya Pradesh
199901,10.467,Madhya Pradesh
199902,8.364,Madhya Pradesh
199903,8.995,Madhya Pradesh
199904,7.76,Madhya Pradesh
199905,8.003,Madhya Pradesh
199906,9.103,Madhya Pradesh
199907,13.062,Madhya Pradesh
199908,10.952,Madhya Pradesh
199909,6.839,Madhya Pradesh
199910,5.745,Madhya Pradesh
199911,4.098,Madhya Pradesh
199912,3.883,Madhya Pradesh
199913,97.272,Madhya Pradesh
200001,6.798,Madhya Pradesh
200002,4.65,Madhya Pradesh
200003,4.009,Madhya Pradesh
200004,4.233,Madhya Pradesh
200005,7.286,Madhya Pradesh
200006,9.235,Madhya Pradesh
200007,8.519,Madhya Pradesh
200008,10.807,Madhya Pradesh
200009,9.246,Madhya Pradesh
200010,6.979,Madhya Pradesh
200011,6.196,Madhya Pradesh
200012,13.508,Madhya Pradesh
200013,91.468,Madhya Pradesh
200101,14.96,Madhya Pradesh
200102,8.438,Madhya Pradesh
200103,9.516,Madhya Pradesh
200104,8.946,Madhya Pradesh
200105,8.438,Madhya Pradesh
200106,9.813,Madhya Pradesh
200107,8.964,Madhya Pradesh
200108,11.769,Madhya Pradesh
200109,5.987,Madhya Pradesh
200110,5.194,Madhya Pradesh
200111,4.777,Madhya Pradesh
200112,5.218,Madhya Pradesh
200113,102.02,Madhya Pradesh
200201,5.543,Madhya Pradesh
200202,4.763,Madhya Pradesh
200203,6.867,Madhya Pradesh
200204,6.47,Madhya Pradesh
200205,6.764,Madhya Pradesh
200206,6.789,Madhya Pradesh
200207,8.315,Madhya Pradesh
200208,8.363,Madhya Pradesh
200209,6.744,Madhya Pradesh
200210,6.644,Madhya Pradesh
200211,5.153,Madhya Pradesh
200212,6.689,Madhya Pradesh
200213,79.104,Madhya Pradesh
200301,10.057,Madhya Pradesh
200302,8.691,Madhya Pradesh
200303,8.225,Madhya Pradesh
200304,7.245,Madhya Pradesh
200305,6.555,Madhya Pradesh
200306,8.976,Madhya Pradesh
200307,10.057,Madhya Pradesh
200308,10.386,Madhya Pradesh
200309,7.261,Madhya Pradesh
200310,7.045,Madhya Pradesh
200311,5.507,Madhya Pradesh
200312,8.096,Madhya Pradesh
200313,98.101,Madhya Pradesh
200401,12.071,Madhya Pradesh
200402,7.604,Madhya Pradesh
200403,7.88,Madhya Pradesh
200404,7.415,Madhya Pradesh
200405,8.521,Madhya Pradesh
200406,8.926,Madhya Pradesh
200407,9.955,Madhya Pradesh
200408,9.297,Madhya Pradesh
200409,7.191,Madhya Pradesh
200410,6.381,Madhya Pradesh
200411,5.638,Madhya Pradesh
200412,8.044,Madhya Pradesh
200413,98.923,Madhya Pradesh
200501,9.719,Madhya Pradesh
200502,6.018,Madhya Pradesh
200503,6.827,Madhya Pradesh
200504,5.757,Madhya Pradesh
200505,5.679,Madhya Pradesh
200506,9.09,Madhya Pradesh
200507,10.803,Madhya Pradesh
200508,12.079,Madhya Pradesh
200509,10.214,Madhya Pradesh
200510,8.444,Madhya Pradesh
200511,5.731,Madhya Pradesh
200512,10.678,Madhya Pradesh
200513,101.038,Madhya Pradesh
200601,5.134,Madhya Pradesh
200602,4.242,Madhya Pradesh
200603,3.393,Madhya Pradesh
200604,3.872,Madhya Pradesh
200605,3.709,Madhya Pradesh
200606,4.907,Madhya Pradesh
200607,6.023,Madhya Pradesh
200608,7.083,Madhya Pradesh
200609,3.986,Madhya Pradesh
200610,4.311,Madhya Pradesh
200611,4.015,Madhya Pradesh
200612,3.837,Madhya Pradesh
200613,54.511,Madhya Pradesh
200701,5.019,Madhya Pradesh
200702,7.052,Madhya Pradesh
200703,4.388,Madhya Pradesh
200704,4.129,Madhya Pradesh
200705,4.001,Madhya Pradesh
200706,4.85,Madhya Pradesh
200707,4.659,Madhya Pradesh
200708,5.937,Madhya Pradesh
200709,4.168,Madhya Pradesh
200710,3.953,Madhya Pradesh
200711,2.626,Madhya Pradesh
200712,3.557,Madhya Pradesh
200713,54.338,Madhya Pradesh
200801,3.709,Madhya Pradesh
200802,3.113,Madhya Pradesh
200803,2.634,Madhya Pradesh
200804,2.889,Madhya Pradesh
200805,2.913,Madhya Pradesh
200806,4.285,Madhya Pradesh
200807,3.582,Madhya Pradesh
200808,3.289,Madhya Pradesh
200809,3.542,Madhya Pradesh
200810,2.793,Madhya Pradesh
200811,2.846,Madhya Pradesh
200812,3.603,Madhya Pradesh
200813,39.198,Madhya Pradesh
200901,4.944,Madhya Pradesh
200902,2.74,Madhya Pradesh
200903,2.877,Madhya Pradesh
200904,2.383,Madhya Pradesh
200905,2.742,Madhya Pradesh
200906,2.777,Madhya Pradesh
200907,2.9,Madhya Pradesh
200908,3.115,Madhya Pradesh
200909,2.449,Madhya Pradesh
200910,2.143,Madhya Pradesh
200911,1.698,Madhya Pradesh
200912,2.044,Madhya Pradesh
200913,32.811,Madhya Pradesh
201001,3.677,Madhya Pradesh
201002,2.021,Madhya Pradesh
201003,2.189,Madhya Pradesh
201004,1.975,Madhya Pradesh
201005,2.618,Madhya Pradesh
201006,3.45,Madhya Pradesh
201007,3.872,Madhya Pradesh
201008,3.112,Madhya Pradesh
201009,2.375,Madhya Pradesh
201010,1.911,Madhya Pradesh
201011,1.769,Madhya Pradesh
201012,2.948,Madhya Pradesh
201013,31.916,Madhya Pradesh
201101,2.969,Madhya Pradesh
201102,2.111,Madhya Pradesh
201103,2.423,Madhya Pradesh
201104,2.043,Madhya Pradesh
201105,2.045,Madhya Pradesh
201106,2.271,Madhya Pradesh
201107,2.734,Madhya Pradesh
201108,2.343,Madhya Pradesh
201109,2.08,Madhya Pradesh
201110,1.731,Madhya Pradesh
201111,1.498,Madhya Pradesh
201112,1.867,Madhya Pradesh
201113,26.114,Madhya Pradesh
201201,2.045,Madhya Pradesh
201202,1.604,Madhya Pradesh
201203,1.224,Madhya Pradesh
201204,1.191,Madhya Pradesh
201205,1.423,Madhya Pradesh
201206,1.703,Madhya Pradesh
201207,1.938,Madhya Pradesh
201208,1.671,Madhya Pradesh
201209,1.438,Madhya Pradesh
201210,1.428,Madhya Pradesh
201211,1.425,Madhya Pradesh
201212,1.478,Madhya Pradesh
201213,18.566,Madhya Pradesh
201301,2.182,Madhya Pradesh
201302,1.655,Madhya Pradesh
201303,1.64,Madhya Pradesh
201304,1.585,Madhya Pradesh
201305,1.984,Madhya Pradesh
201306,1.975,Madhya Pradesh
201307,2.343,Madhya Pradesh
201308,2.05,Madhya Pradesh
201309,1.852,Madhya Pradesh
201310,1.765,Madhya Pradesh
201311,1.555,Madhya Pradesh
201312,2.063,Madhya Pradesh
201313,22.65,Madhya Pradesh
201401,5.411,Madhya Pradesh
201402,2.323,Madhya Pradesh
201403,2.648,Madhya Pradesh
201404,1.5,Madhya Pradesh
201405,1.799,Madhya Pradesh
201406,1.809,Madhya Pradesh
201407,1.799,Madhya Pradesh
201408,1.841,Madhya Pradesh
201409,1.734,Madhya Pradesh
201410,1.288,Madhya Pradesh
201411,1.519,Madhya Pradesh
201412,1.902,Madhya Pradesh
201413,25.573,Madhya Pradesh
201501,2.541,Madhya Pradesh
201502,4.823,Madhya Pradesh
201503,1.548,Madhya Pradesh
201504,1.503,Madhya Pradesh
201505,1.707,Madhya Pradesh
201506,1.65,Madhya Pradesh
201507,2.084,Madhya Pradesh
201508,1.936,Madhya Pradesh
201509,1.804,Madhya Pradesh
201510,1.563,Madhya Pradesh
201511,1.525,Madhya Pradesh
201512,1.513,Madhya Pradesh
201513,24.197,Madhya Pradesh
201601,1.991,Madhya Pradesh
201602,1.857,Madhya Pradesh
201603,1.654,Madhya Pradesh
201604,1.695,Madhya Pradesh
201605,1.743,Madhya Pradesh
201606,1.789,Madhya Pradesh
201607,2.141,Madhya Pradesh
197301,Not Available,Bihar
197302,Not Available,Bihar
197303,Not Available,Bihar
197304,Not Available,Bihar
197305,Not Available,Bihar
197306,Not Available,Bihar
197307,Not Available,Bihar
197308,Not Available,Bihar
197309,Not Available,Bihar
197310,Not Available,Bihar
197311,Not Available,Bihar
197312,Not Available,Bihar
197313,Not Available,Bihar
197401,Not Available,Bihar
197402,Not Available,Bihar
197403,Not Available,Bihar
197404,Not Available,Bihar
197405,Not Available,Bihar
197406,Not Available,Bihar
197407,Not Available,Bihar
197408,Not Available,Bihar
197409,Not Available,Bihar
197410,Not Available,Bihar
197411,Not Available,Bihar
197412,Not Available,Bihar
197413,Not Available,Bihar
197501,Not Available,Bihar
197502,Not Available,Bihar
197503,Not Available,Bihar
197504,Not Available,Bihar
197505,Not Available,Bihar
197506,Not Available,Bihar
197507,Not Available,Bihar
197508,Not Available,Bihar
197509,Not Available,Bihar
197510,Not Available,Bihar
197511,Not Available,Bihar
197512,Not Available,Bihar
197513,Not Available,Bihar
197601,Not Available,Bihar
197602,Not Available,Bihar
197603,Not Available,Bihar
197604,Not Available,Bihar
197605,Not Available,Bihar
197606,Not Available,Bihar
197607,Not Available,Bihar
197608,Not Available,Bihar
197609,Not Available,Bihar
197610,Not Available,Bihar
197611,Not Available,Bihar
197612,Not Available,Bihar
197613,Not Available,Bihar
197701,Not Available,Bihar
197702,Not Available,Bihar
197703,Not Available,Bihar
197704,Not Available,Bihar
197705,Not Available,Bihar
197706,Not Available,Bihar
197707,Not Available,Bihar
197708,Not Available,Bihar
197709,Not Available,Bihar
197710,Not Available,Bihar
197711,Not Available,Bihar
197712,Not Available,Bihar
197713,Not Available,Bihar
197801,Not Available,Bihar
197802,Not Available,Bihar
197803,Not Available,Bihar
197804,Not Available,Bihar
197805,Not Available,Bihar
197806,Not Available,Bihar
197807,Not Available,Bihar
197808,Not Available,Bihar
197809,Not Available,Bihar
197810,Not Available,Bihar
197811,Not Available,Bihar
197812,Not Available,Bihar
197813,Not Available,Bihar
197901,Not Available,Bihar
197902,Not Available,Bihar
197903,Not Available,Bihar
197904,Not Available,Bihar
197905,Not Available,Bihar
197906,Not Available,Bihar
197907,Not Available,Bihar
197908,Not Available,Bihar
197909,Not Available,Bihar
197910,Not Available,Bihar
197911,Not Available,Bihar
197912,Not Available,Bihar
197913,Not Available,Bihar
198001,Not Available,Bihar
198002,Not Available,Bihar
198003,Not Available,Bihar
198004,Not Available,Bihar
198005,Not Available,Bihar
198006,Not Available,Bihar
198007,Not Available,Bihar
198008,Not Available,Bihar
198009,Not Available,Bihar
198010,Not Available,Bihar
198011,Not Available,Bihar
198012,Not Available,Bihar
198013,Not Available,Bihar
198101,Not Available,Bihar
198102,Not Available,Bihar
198103,Not Available,Bihar
198104,Not Available,Bihar
198105,Not Available,Bihar
198106,Not Available,Bihar
198107,Not Available,Bihar
198108,Not Available,Bihar
198109,Not Available,Bihar
198110,Not Available,Bihar
198111,Not Available,Bihar
198112,Not Available,Bihar
198113,Not Available,Bihar
198201,Not Available,Bihar
198202,Not Available,Bihar
198203,Not Available,Bihar
198204,Not Available,Bihar
198205,Not Available,Bihar
198206,Not Available,Bihar
198207,Not Available,Bihar
198208,Not Available,Bihar
198209,Not Available,Bihar
198210,Not Available,Bihar
198211,Not Available,Bihar
198212,Not Available,Bihar
198213,Not Available,Bihar
198301,Not Available,Bihar
198302,Not Available,Bihar
198303,Not Available,Bihar
198304,Not Available,Bihar
198305,Not Available,Bihar
198306,Not Available,Bihar
198307,Not Available,Bihar
198308,Not Available,Bihar
198309,Not Available,Bihar
198310,Not Available,Bihar
198311,Not Available,Bihar
198312,Not Available,Bihar
198313,Not Available,Bihar
198401,Not Available,Bihar
198402,Not Available,Bihar
198403,Not Available,Bihar
198404,Not Available,Bihar
198405,Not Available,Bihar
198406,Not Available,Bihar
198407,Not Available,Bihar
198408,Not Available,Bihar
198409,Not Available,Bihar
198410,Not Available,Bihar
198411,Not Available,Bihar
198412,Not Available,Bihar
198413,Not Available,Bihar
198501,Not Available,Bihar
198502,Not Available,Bihar
198503,Not Available,Bihar
198504,Not Available,Bihar
198505,Not Available,Bihar
198506,Not Available,Bihar
198507,Not Available,Bihar
198508,Not Available,Bihar
198509,Not Available,Bihar
198510,Not Available,Bihar
198511,Not Available,Bihar
198512,Not Available,Bihar
198513,Not Available,Bihar
198601,Not Available,Bihar
198602,Not Available,Bihar
198603,Not Available,Bihar
198604,Not Available,Bihar
198605,Not Available,Bihar
198606,Not Available,Bihar
198607,Not Available,Bihar
198608,Not Available,Bihar
198609,Not Available,Bihar
198610,Not Available,Bihar
198611,Not Available,Bihar
198612,Not Available,Bihar
198613,Not Available,Bihar
198701,Not Available,Bihar
198702,Not Available,Bihar
198703,Not Available,Bihar
198704,Not Available,Bihar
198705,Not Available,Bihar
198706,Not Available,Bihar
198707,Not Available,Bihar
198708,Not Available,Bihar
198709,Not Available,Bihar
198710,Not Available,Bihar
198711,Not Available,Bihar
198712,Not Available,Bihar
198713,Not Available,Bihar
198801,Not Available,Bihar
198802,Not Available,Bihar
198803,Not Available,Bihar
198804,Not Available,Bihar
198805,Not Available,Bihar
198806,Not Available,Bihar
198807,Not Available,Bihar
198808,Not Available,Bihar
198809,Not Available,Bihar
198810,Not Available,Bihar
198811,Not Available,Bihar
198812,Not Available,Bihar
198813,Not Available,Bihar
198901,0.031,Bihar
198902,0.028,Bihar
198903,0.031,Bihar
198904,0.03,Bihar
198905,0.031,Bihar
198906,0.03,Bihar
198907,0.031,Bihar
198908,0.031,Bihar
198909,0.03,Bihar
198910,0.031,Bihar
198911,0.03,Bihar
198912,0.031,Bihar
198913,0.363,Bihar
199001,0.033,Bihar
199002,0.029,Bihar
199003,0.033,Bihar
199004,0.032,Bihar
199005,0.033,Bihar
199006,0.032,Bihar
199007,0.033,Bihar
199008,0.033,Bihar
199009,0.032,Bihar
199010,0.033,Bihar
199011,0.032,Bihar
199012,0.033,Bihar
199013,0.384,Bihar
199101,0.034,Bihar
199102,0.031,Bihar
199103,0.034,Bihar
199104,0.033,Bihar
199105,0.034,Bihar
199106,0.033,Bihar
199107,0.034,Bihar
199108,0.034,Bihar
199109,0.033,Bihar
199110,0.034,Bihar
199111,0.033,Bihar
199112,0.034,Bihar
199113,0.398,Bihar
199201,0.034,Bihar
199202,0.032,Bihar
199203,0.034,Bihar
199204,0.033,Bihar
199205,0.034,Bihar
199206,0.033,Bihar
199207,0.034,Bihar
199208,0.034,Bihar
199209,0.033,Bihar
199210,0.034,Bihar
199211,0.033,Bihar
199212,0.034,Bihar
199213,0.4,Bihar
199301,0.035,Bihar
199302,0.032,Bihar
199303,0.035,Bihar
199304,0.034,Bihar
199305,0.035,Bihar
199306,0.034,Bihar
199307,0.035,Bihar
199308,0.035,Bihar
199309,0.034,Bihar
199310,0.035,Bihar
199311,0.034,Bihar
199312,0.035,Bihar
199313,0.415,Bihar
199401,0.033,Bihar
199402,0.029,Bihar
199403,0.033,Bihar
199404,0.032,Bihar
199405,0.033,Bihar
199406,0.032,Bihar
199407,0.033,Bihar
199408,0.033,Bihar
199409,0.032,Bihar
199410,0.033,Bihar
199411,0.032,Bihar
199412,0.033,Bihar
199413,0.384,Bihar
199501,0.028,Bihar
199502,0.025,Bihar
199503,0.028,Bihar
199504,0.027,Bihar
199505,0.028,Bihar
199506,0.027,Bihar
199507,0.028,Bihar
199508,0.028,Bihar
199509,0.027,Bihar
199510,0.028,Bihar
199511,0.027,Bihar
199512,0.028,Bihar
199513,0.329,Bihar
199601,0.03,Bihar
199602,0.028,Bihar
199603,0.03,Bihar
199604,0.029,Bihar
199605,0.03,Bihar
199606,0.029,Bihar
199607,0.03,Bihar
199608,0.03,Bihar
199609,0.029,Bihar
199610,0.03,Bihar
199611,0.029,Bihar
199612,0.03,Bihar
199613,0.36,Bihar
199701,0.032,Bihar
199702,0.029,Bihar
199703,0.032,Bihar
199704,0.031,Bihar
199705,0.032,Bihar
199706,0.031,Bihar
199707,0.032,Bihar
199708,0.032,Bihar
199709,0.031,Bihar
199710,0.032,Bihar
199711,0.031,Bihar
199712,0.032,Bihar
199713,0.374,Bihar
199801,0.032,Bihar
199802,0.029,Bihar
199803,0.032,Bihar
199804,0.031,Bihar
199805,0.032,Bihar
199806,0.031,Bihar
199807,0.032,Bihar
199808,0.032,Bihar
199809,0.031,Bihar
199810,0.032,Bihar
199811,0.031,Bihar
199812,0.032,Bihar
199813,0.375,Bihar
199901,0.032,Bihar
199902,0.029,Bihar
199903,0.032,Bihar
199904,0.031,Bihar
199905,0.032,Bihar
199906,0.031,Bihar
199907,0.032,Bihar
199908,0.032,Bihar
199909,0.031,Bihar
199910,0.032,Bihar
199911,0.031,Bihar
199912,0.032,Bihar
199913,0.381,Bihar
200001,0.031,Bihar
200002,0.029,Bihar
200003,0.031,Bihar
200004,0.03,Bihar
200005,0.031,Bihar
200006,0.03,Bihar
200007,0.031,Bihar
200008,0.031,Bihar
200009,0.03,Bihar
200010,0.031,Bihar
200011,0.03,Bihar
200012,0.031,Bihar
200013,0.362,Bihar
200101,0.03,Bihar
200102,0.027,Bihar
200103,0.03,Bihar
200104,0.029,Bihar
200105,0.03,Bihar
200106,0.029,Bihar
200107,0.03,Bihar
200108,0.03,Bihar
200109,0.029,Bihar
200110,0.03,Bihar
200111,0.029,Bihar
200112,0.03,Bihar
200113,0.353,Bihar
200201,0.032,Bihar
200202,0.029,Bihar
200203,0.032,Bihar
200204,0.031,Bihar
200205,0.032,Bihar
200206,0.031,Bihar
200207,0.032,Bihar
200208,0.032,Bihar
200209,0.031,Bihar
200210,0.032,Bihar
200211,0.031,Bihar
200212,0.032,Bihar
200213,0.372,Bihar
200301,0.031,Bihar
200302,0.028,Bihar
200303,0.031,Bihar
200304,0.03,Bihar
200305,0.031,Bihar
200306,0.03,Bihar
200307,0.031,Bihar
200308,0.031,Bihar
200309,0.03,Bihar
200310,0.031,Bihar
200311,0.03,Bihar
200312,0.031,Bihar
200313,0.371,Bihar
200401,0.032,Bihar
200402,0.03,Bihar
200403,0.032,Bihar
200404,0.031,Bihar
200405,0.032,Bihar
200406,0.031,Bihar
200407,0.032,Bihar
200408,0.032,Bihar
200409,0.031,Bihar
200410,0.032,Bihar
200411,0.031,Bihar
200412,0.032,Bihar
200413,0.381,Bihar
200501,0.032,Bihar
200502,0.029,Bihar
200503,0.032,Bihar
200504,0.031,Bihar
200505,0.032,Bihar
200506,0.031,Bihar
200507,0.032,Bihar
200508,0.032,Bihar
200509,0.031,Bihar
200510,0.032,Bihar
200511,0.031,Bihar
200512,0.032,Bihar
200513,0.377,Bihar
200601,0.032,Bihar
200602,0.029,Bihar
200603,0.032,Bihar
200604,0.031,Bihar
200605,0.032,Bihar
200606,0.031,Bihar
200607,0.032,Bihar
200608,0.032,Bihar
200609,0.031,Bihar
200610,0.032,Bihar
200611,0.031,Bihar
200612,0.032,Bihar
200613,0.374,Bihar
200701,0.032,Bihar
200702,0.029,Bihar
200703,0.032,Bihar
200704,0.031,Bihar
200705,0.032,Bihar
200706,0.031,Bihar
200707,0.032,Bihar
200708,0.032,Bihar
200709,0.031,Bihar
200710,0.032,Bihar
200711,0.031,Bihar
200712,0.032,Bihar
200713,0.376,Bihar
200801,0.032,Bihar
200802,0.03,Bihar
200803,0.032,Bihar
200804,0.031,Bihar
200805,0.032,Bihar
200806,0.031,Bihar
200807,0.032,Bihar
200808,0.032,Bihar
200809,0.031,Bihar
200810,0.032,Bihar
200811,0.031,Bihar
200812,0.032,Bihar
200813,0.381,Bihar
200901,0.033,Bihar
200902,0.03,Bihar
200903,0.033,Bihar
200904,0.032,Bihar
200905,0.033,Bihar
200906,0.032,Bihar
200907,0.033,Bihar
200908,0.033,Bihar
200909,0.032,Bihar
200910,0.033,Bihar
200911,0.032,Bihar
200912,0.033,Bihar
200913,0.386,Bihar
201001,0.033,Bihar
201002,0.03,Bihar
201003,0.033,Bihar
201004,0.032,Bihar
201005,0.033,Bihar
201006,0.032,Bihar
201007,0.033,Bihar
201008,0.033,Bihar
201009,0.032,Bihar
201010,0.033,Bihar
201011,0.032,Bihar
201012,0.033,Bihar
201013,0.391,Bihar
201101,0.034,Bihar
201102,0.03,Bihar
201103,0.034,Bihar
201104,0.032,Bihar
201105,0.034,Bihar
201106,0.032,Bihar
201107,0.034,Bihar
201108,0.034,Bihar
201109,0.032,Bihar
201110,0.034,Bihar
201111,0.032,Bihar
201112,0.034,Bihar
201113,0.395,Bihar
201201,0.034,Bihar
201202,0.032,Bihar
201203,0.034,Bihar
201204,0.033,Bihar
201205,0.034,Bihar
201206,0.033,Bihar
201207,0.034,Bihar
201208,0.034,Bihar
201209,0.033,Bihar
201210,0.034,Bihar
201211,0.033,Bihar
201212,0.034,Bihar
201213,0.4,Bihar
201301,0.034,Bihar
201302,0.031,Bihar
201303,0.034,Bihar
201304,0.033,Bihar
201305,0.034,Bihar
201306,0.033,Bihar
201307,0.034,Bihar
201308,0.034,Bihar
201309,0.033,Bihar
201310,0.034,Bihar
201311,0.033,Bihar
201312,0.034,Bihar
201313,0.405,Bihar
201401,0.035,Bihar
201402,0.032,Bihar
201403,0.035,Bihar
201404,0.034,Bihar
201405,0.035,Bihar
201406,0.034,Bihar
201407,0.035,Bihar
201408,0.035,Bihar
201409,0.034,Bihar
201410,0.035,Bihar
201411,0.034,Bihar
201412,0.035,Bihar
201413,0.418,Bihar
201501,0.035,Bihar
201502,0.032,Bihar
201503,0.035,Bihar
201504,0.034,Bihar
201505,0.035,Bihar
201506,0.034,Bihar
201507,0.035,Bihar
201508,0.035,Bihar
201509,0.034,Bihar
201510,0.035,Bihar
201511,0.034,Bihar
201512,0.035,Bihar
201513,0.418,Bihar
201601,0.035,Bihar
201602,0.033,Bihar
201603,0.035,Bihar
201604,0.034,Bihar
201605,0.035,Bihar
201606,0.034,Bihar
201607,0.035,Bihar
197301,Not Available,West Bengal
197302,Not Available,West Bengal
197303,Not Available,West Bengal
197304,Not Available,West Bengal
197305,Not Available,West Bengal
197306,Not Available,West Bengal
197307,Not Available,West Bengal
197308,Not Available,West Bengal
197309,Not Available,West Bengal
197310,Not Available,West Bengal
197311,Not Available,West Bengal
197312,Not Available,West Bengal
197313,Not Available,West Bengal
197401,Not Available,West Bengal
197402,Not Available,West Bengal
197403,Not Available,West Bengal
197404,Not Available,West Bengal
197405,Not Available,West Bengal
197406,Not Available,West Bengal
197407,Not Available,West Bengal
197408,Not Available,West Bengal
197409,Not Available,West Bengal
197410,Not Available,West Bengal
197411,Not Available,West Bengal
197412,Not Available,West Bengal
197413,Not Available,West Bengal
197501,Not Available,West Bengal
197502,Not Available,West Bengal
197503,Not Available,West Bengal
197504,Not Available,West Bengal
197505,Not Available,West Bengal
197506,Not Available,West Bengal
197507,Not Available,West Bengal
197508,Not Available,West Bengal
197509,Not Available,West Bengal
197510,Not Available,West Bengal
197511,Not Available,West Bengal
197512,Not Available,West Bengal
197513,Not Available,West Bengal
197601,Not Available,West Bengal
197602,Not Available,West Bengal
197603,Not Available,West Bengal
197604,Not Available,West Bengal
197605,Not Available,West Bengal
197606,Not Available,West Bengal
197607,Not Available,West Bengal
197608,Not Available,West Bengal
197609,Not Available,West Bengal
197610,Not Available,West Bengal
197611,Not Available,West Bengal
197612,Not Available,West Bengal
197613,Not Available,West Bengal
197701,Not Available,West Bengal
197702,Not Available,West Bengal
197703,Not Available,West Bengal
197704,Not Available,West Bengal
197705,Not Available,West Bengal
197706,Not Available,West Bengal
197707,Not Available,West Bengal
197708,Not Available,West Bengal
197709,Not Available,West Bengal
197710,Not Available,West Bengal
197711,Not Available,West Bengal
197712,Not Available,West Bengal
197713,Not Available,West Bengal
197801,Not Available,West Bengal
197802,Not Available,West Bengal
197803,Not Available,West Bengal
197804,Not Available,West Bengal
197805,Not Available,West Bengal
197806,Not Available,West Bengal
197807,Not Available,West Bengal
197808,Not Available,West Bengal
197809,Not Available,West Bengal
197810,Not Available,West Bengal
197811,Not Available,West Bengal
197812,Not Available,West Bengal
197813,Not Available,West Bengal
197901,Not Available,West Bengal
197902,Not Available,West Bengal
197903,Not Available,West Bengal
197904,Not Available,West Bengal
197905,Not Available,West Bengal
197906,Not Available,West Bengal
197907,Not Available,West Bengal
197908,Not Available,West Bengal
197909,Not Available,West Bengal
197910,Not Available,West Bengal
197911,Not Available,West Bengal
197912,Not Available,West Bengal
197913,Not Available,West Bengal
198001,Not Available,West Bengal
198002,Not Available,West Bengal
198003,Not Available,West Bengal
198004,Not Available,West Bengal
